OR4F5	ENSG00000186092.7	ENST00000641515.2
TAS2R50	ENSG00000212126.3	ENST00000506868.1
TAS2R20	ENSG00000255837.2	ENST00000538986.2
TAS2R19	ENSG00000212124.2	ENST00000390673.2
TAS2R31	ENSG00000256436.1	ENST00000390675.2
TAS2R46	ENSG00000226761.3	ENST00000533467.1
TAS2R43	ENSG00000255374.3	ENST00000531678.1
TAS2R30	ENSG00000256188.3	ENST00000539585.1
SMIM10L1	ENSG00000256537.5	ENST00000622602.2
TAS2R42	ENSG00000186136.1	ENST00000334266.1
PRB3	ENSG00000197870.14	ENST00000538488.3
PRB4	ENSG00000230657.8	ENST00000279575.7
PRB1	ENSG00000251655.7	ENST00000500254.6
PRB2	ENSG00000121335.12	ENST00000389362.6
ETV6	ENSG00000139083.11	ENST00000396373.9
BCL2L14	ENSG00000121380.12	ENST00000589718.5
LRP6	ENSG00000070018.9	ENST00000261349.9
MANSC1	ENSG00000111261.14	ENST00000535902.6
BORCS5	ENSG00000165714.11	ENST00000314565.9
DUSP16	ENSG00000111266.9	ENST00000298573.9
CREBL2	ENSG00000111269.3	ENST00000228865.3
GPR19	ENSG00000183150.8	ENST00000651487.1
CDKN1B	ENSG00000111276.12	ENST00000228872.9
APOLD1	ENSG00000178878.13	ENST00000326765.10
DDX47	ENSG00000213782.7	ENST00000352940.8
GPRC5A	ENSG00000013588.10	ENST00000014914.6
GPRC5D	ENSG00000111291.9	ENST00000228887.6
HEBP1	ENSG00000013583.10	ENST00000014930.9
FAM234B	ENSG00000084444.14	ENST00000197268.13
GSG1	ENSG00000111305.19	ENST00000432710.7
ENSG00000289766	ENSG00000289766.1	ENST00000699336.2
EMP1	ENSG00000134531.10	ENST00000256951.10
GRIN2B	ENSG00000273079.7	ENST00000609686.4
ENSG00000293563	ENSG00000293563.2	ENST00000713643.1
ATF7IP	ENSG00000171681.13	ENST00000261168.9
PLBD1	ENSG00000121316.11	ENST00000240617.10
GUCY2C	ENSG00000070019.5	ENST00000261170.5
H4C16	ENSG00000197837.4	ENST00000539745.2
H2AJ	ENSG00000246705.5	ENST00000544848.3
WBP11	ENSG00000084463.8	ENST00000261167.7
C12orf60	ENSG00000182993.5	ENST00000330828.3
SMCO3	ENSG00000179256.2	ENST00000316048.2
ART4	ENSG00000111339.12	ENST00000228936.6
MGP	ENSG00000111341.10	ENST00000539261.6
ERP27	ENSG00000139055.7	ENST00000266397.7
ARHGDIB	ENSG00000111348.9	ENST00000228945.9
PDE6H	ENSG00000139053.3	ENST00000266395.3
RERG	ENSG00000134533.6	ENST00000256953.6
PTPRO	ENSG00000151490.15	ENST00000281171.9
EPS8	ENSG00000151491.14	ENST00000646918.1
STRAP	ENSG00000023734.11	ENST00000419869.7
DERA	ENSG00000023697.13	ENST00000428559.7
SLC15A5	ENSG00000188991.3	ENST00000344941.3
MGST1	ENSG00000008394.13	ENST00000535309.5
LMO3	ENSG00000048540.16	ENST00000540848.5
RERGL	ENSG00000111404.7	ENST00000229002.6
PIK3C2G	ENSG00000139144.11	ENST00000676171.1
PLCZ1	ENSG00000139151.16	ENST00000648272.1
CAPZA3	ENSG00000177938.5	ENST00000317658.5
PLEKHA5	ENSG00000052126.17	ENST00000429027.7
AEBP2	ENSG00000139154.16	ENST00000541908.5
PDE3A	ENSG00000172572.7	ENST00000359062.4
SLCO1C1	ENSG00000139155.9	ENST00000266509.7
SLCO1B3	ENSG00000111700.13	ENST00000381545.8
SLCO1B3-SLCO1B7	ENSG00000257046.5	ENST00000381541.7
ENSG00000257062	ENSG00000257062.6	ENST00000593147.5
SLCO1B1	ENSG00000134538.3	ENST00000256958.3
SLCO1A2	ENSG00000084453.17	ENST00000307378.10
IAPP	ENSG00000121351.8	ENST00000539393.5
PYROXD1	ENSG00000121350.16	ENST00000240651.14
RECQL	ENSG00000004700.16	ENST00000444129.7
GOLT1B	ENSG00000111711.10	ENST00000229314.10
SPX	ENSG00000134548.11	ENST00000256969.7
GYS2	ENSG00000111713.3	ENST00000261195.3
ENSG00000285854	ENSG00000285854.1	ENST00000647960.1
LDHB	ENSG00000111716.14	ENST00000350669.5
KCNJ8	ENSG00000121361.5	ENST00000665145.1
ABCC9	ENSG00000069431.14	ENST00000261200.9
CMAS	ENSG00000111726.13	ENST00000229329.7
ST8SIA1	ENSG00000111728.11	ENST00000396037.9
C2CD5	ENSG00000111731.13	ENST00000333957.8
ETNK1	ENSG00000139163.16	ENST00000266517.9
SOX5	ENSG00000134532.20	ENST00000646273.1
BCAT1	ENSG00000060982.15	ENST00000261192.12
IRAG2	ENSG00000118308.16	ENST00000636465.1
DNAI7	ENSG00000118307.20	ENST00000395987.8
ETFRF1	ENSG00000205707.11	ENST00000553788.6
KRAS	ENSG00000133703.14	ENST00000256078.10
LMNTD1	ENSG00000152936.11	ENST00000445693.5
RASSF8	ENSG00000123094.16	ENST00000381352.7
BHLHE41	ENSG00000123095.6	ENST00000242728.5
SSPN	ENSG00000123096.12	ENST00000540266.5
ITPR2	ENSG00000123104.12	ENST00000381340.8
INTS13	ENSG00000064102.15	ENST00000261191.12
FGFR1OP2	ENSG00000111790.14	ENST00000229395.8
TM7SF3	ENSG00000064115.11	ENST00000343028.9
MED21	ENSG00000152944.9	ENST00000546323.5
C12orf71	ENSG00000214700.6	ENST00000429849.3
STK38L	ENSG00000211455.8	ENST00000389032.8
BMAL2	ENSG00000029153.15	ENST00000266503.10
SMCO2	ENSG00000165935.10	ENST00000535986.2
PPFIBP1	ENSG00000110841.14	ENST00000537927.5
REP15	ENSG00000174236.4	ENST00000310791.4
MRPS35	ENSG00000061794.13	ENST00000081029.8
MANSC4	ENSG00000205693.4	ENST00000381273.4
KLHL42	ENSG00000087448.11	ENST00000381271.7
PTHLH	ENSG00000087494.16	ENST00000545234.6
CCDC91	ENSG00000123106.11	ENST00000539107.5
FAR2	ENSG00000064763.12	ENST00000686419.1
ERGIC2	ENSG00000087502.19	ENST00000360150.9
OVCH1	ENSG00000187950.9	ENST00000318184.9
TMTC1	ENSG00000133687.16	ENST00000256062.9
IPO8	ENSG00000133704.10	ENST00000256079.9
CAPRIN2	ENSG00000110888.19	ENST00000684863.1
TSPAN11	ENSG00000110900.16	ENST00000546076.6
DDX11	ENSG00000013573.17	ENST00000542838.6
SINHCAF	ENSG00000139146.14	ENST00000337682.9
DENND5B	ENSG00000170456.16	ENST00000389082.10
AK4P3	ENSG00000233381.4	ENST00000418260.3
ETFBKMT	ENSG00000139160.13	ENST00000412352.6
AMN1	ENSG00000151743.11	ENST00000281471.11
ENSG00000300510	ENSG00000300510.1	ENST00000850643.1
H3-5	ENSG00000188375.5	ENST00000340398.5
RESF1	ENSG00000174718.12	ENST00000312561.9
BICD1	ENSG00000151746.15	ENST00000548411.6
FGD4	ENSG00000139132.16	ENST00000534526.7
DNM1L	ENSG00000087470.21	ENST00000452533.6
YARS2	ENSG00000139131.13	ENST00000324868.13
PKP2	ENSG00000057294.19	ENST00000700559.2
SYT10	ENSG00000110975.8	ENST00000228567.7
ALG10	ENSG00000139133.7	ENST00000538927.1
ALG10B	ENSG00000175548.9	ENST00000308742.9
CPNE8	ENSG00000139117.14	ENST00000360449.3
KIF21A	ENSG00000139116.19	ENST00000361961.7
ABCD2	ENSG00000173208.4	ENST00000308666.4
REDIC1	ENSG00000180116.15	ENST00000324616.9
SLC2A13	ENSG00000151229.13	ENST00000280871.9
LRRK2	ENSG00000188906.17	ENST00000298910.12
MUC19	ENSG00000205592.16	ENST00000454784.10
CNTN1	ENSG00000018236.15	ENST00000551295.7
PDZRN4	ENSG00000165966.16	ENST00000402685.7
GXYLT1	ENSG00000151233.11	ENST00000398675.8
YAF2	ENSG00000015153.15	ENST00000534854.7
PPHLN1	ENSG00000134283.18	ENST00000549190.5
ZCRB1	ENSG00000139168.9	ENST00000679269.1
PRICKLE1	ENSG00000139174.12	ENST00000345127.9
ADAMTS20	ENSG00000173157.18	ENST00000389420.8
PUS7L	ENSG00000129317.15	ENST00000344862.10
IRAK4	ENSG00000198001.16	ENST00000613694.5
TWF1	ENSG00000151239.14	ENST00000395510.7
TMEM117	ENSG00000139173.10	ENST00000266534.8
NELL2	ENSG00000184613.11	ENST00000333837.8
DBX2	ENSG00000185610.6	ENST00000332700.6
ANO6	ENSG00000177119.17	ENST00000425752.6
ARID2	ENSG00000189079.18	ENST00000334344.11
SCAF11	ENSG00000139218.18	ENST00000369367.8
SLC38A1	ENSG00000111371.16	ENST00000398637.10
SLC38A2	ENSG00000134294.14	ENST00000256689.10
SLC38A4	ENSG00000139209.16	ENST00000266579.9
AMIGO2	ENSG00000139211.7	ENST00000266581.4
PCED1B	ENSG00000179715.13	ENST00000432328.2
RPAP3	ENSG00000005175.10	ENST00000005386.8
ENDOU	ENSG00000111405.9	ENST00000229003.7
RAPGEF3	ENSG00000079337.16	ENST00000549151.5
SLC48A1	ENSG00000211584.14	ENST00000547002.5
HDAC7	ENSG00000061273.18	ENST00000080059.12
VDR	ENSG00000111424.12	ENST00000395324.6
TMEM106C	ENSG00000134291.12	ENST00000429772.7
COL2A1	ENSG00000139219.19	ENST00000380518.8
SENP1	ENSG00000079387.15	ENST00000448372.6
PFKM	ENSG00000152556.17	ENST00000550345.6
ASB8	ENSG00000177981.11	ENST00000536549.5
CCDC184	ENSG00000177875.5	ENST00000316554.5
OR10AD1	ENSG00000172640.4	ENST00000310248.4
H1-7	ENSG00000187166.1	ENST00000335017.1
ZNF641	ENSG00000167528.13	ENST00000547026.6
ANP32D	ENSG00000139223.4	ENST00000266594.4
C12orf54	ENSG00000177627.11	ENST00000548364.7
OR8S1	ENSG00000284723.2	ENST00000641651.1
OR5BS1P	ENSG00000198678.5	ENST00000328207.6
LALBA	ENSG00000167531.6	ENST00000549817.1
KANSL2	ENSG00000139620.13	ENST00000420613.7
CCNT1	ENSG00000129315.12	ENST00000618666.4
SPMIP11	ENSG00000257987.6	ENST00000548380.6
ADCY6	ENSG00000174233.12	ENST00000357869.8
CACNB3	ENSG00000167535.8	ENST00000540990.5
DDX23	ENSG00000174243.11	ENST00000308025.8
RND1	ENSG00000172602.11	ENST00000309739.6
ENSG00000272822	ENSG00000272822.2	ENST00000398092.4
CCDC65	ENSG00000139537.11	ENST00000266984.9
FKBP11	ENSG00000134285.11	ENST00000550765.6
ARF3	ENSG00000134287.10	ENST00000256682.9
WNT10B	ENSG00000169884.14	ENST00000301061.9
WNT1	ENSG00000125084.13	ENST00000293549.4
DDN	ENSG00000181418.8	ENST00000421952.3
PRKAG1	ENSG00000181929.13	ENST00000548065.7
ENSG00000288710	ENSG00000288710.1	ENST00000683988.1
KMT2D	ENSG00000167548.18	ENST00000683543.2
RHEBL1	ENSG00000167550.11	ENST00000301068.11
DHH	ENSG00000139549.4	ENST00000649637.2
LMBR1L	ENSG00000139636.16	ENST00000267102.13
TUBA1B	ENSG00000123416.15	ENST00000336023.9
TUBA1A	ENSG00000167552.16	ENST00000715688.1
TUBA1C	ENSG00000167553.17	ENST00000541364.5
PRPH	ENSG00000135406.15	ENST00000257860.9
TROAP	ENSG00000135451.13	ENST00000257909.8
C1QL4	ENSG00000186897.5	ENST00000334221.5
DNAJC22	ENSG00000178401.16	ENST00000549441.7
SPATS2	ENSG00000123352.18	ENST00000552918.6
KCNH3	ENSG00000135519.8	ENST00000257981.7
MCRS1	ENSG00000187778.14	ENST00000546244.5
FAM186B	ENSG00000135436.8	ENST00000551047.5
PRPF40B	ENSG00000110844.14	ENST00000380281.6
FMNL3	ENSG00000161791.14	ENST00000335154.10
TMBIM6	ENSG00000139644.13	ENST00000267115.10
NCKAP5L	ENSG00000167566.17	ENST00000335999.7
BCDIN3D	ENSG00000186666.6	ENST00000333924.6
FAIM2	ENSG00000135472.9	ENST00000320634.8
AQP2	ENSG00000167580.8	ENST00000199280.4
AQP5	ENSG00000161798.7	ENST00000293599.7
AQP6	ENSG00000086159.14	ENST00000551733.5
RACGAP1	ENSG00000161800.13	ENST00000312377.10
ASIC1	ENSG00000110881.12	ENST00000228468.8
SMARCD1	ENSG00000066117.15	ENST00000381513.8
GPD1	ENSG00000167588.13	ENST00000301149.8
COX14	ENSG00000178449.9	ENST00000317943.6
CERS5	ENSG00000139624.14	ENST00000422340.6
LIMA1	ENSG00000050405.14	ENST00000341247.9
FAM186A	ENSG00000185958.10	ENST00000543111.5
LARP4	ENSG00000161813.23	ENST00000293618.12
DIP2B	ENSG00000066084.13	ENST00000301180.10
ATF1	ENSG00000123268.9	ENST00000262053.8
TMPRSS12	ENSG00000186452.11	ENST00000551456.5
TMT1A	ENSG00000185432.12	ENST00000548553.1
ENSG00000289695	ENSG00000289695.1	ENST00000695929.1
HIGD1C	ENSG00000214511.4	ENST00000695931.1
SLC11A2	ENSG00000110911.17	ENST00000547688.7
LETMD1	ENSG00000050426.16	ENST00000262055.9
CSRNP2	ENSG00000110925.7	ENST00000228515.6
TFCP2	ENSG00000135457.11	ENST00000257915.10
POU6F1	ENSG00000184271.18	ENST00000333640.12
DAZAP2	ENSG00000183283.16	ENST00000604900.5
SMAGP	ENSG00000170545.17	ENST00000603798.6
BIN2	ENSG00000110934.13	ENST00000544402.5
CELA1	ENSG00000139610.2	ENST00000293636.2
GALNT6	ENSG00000139629.16	ENST00000356317.8
SLC4A8	ENSG00000050438.17	ENST00000358657.7
SCN8A	ENSG00000196876.19	ENST00000354534.11
TMDD1	ENSG00000284730.2	ENST00000642069.2
FIGNL2	ENSG00000261308.4	ENST00000618634.3
ANKRD33	ENSG00000167612.13	ENST00000301190.11
ACVRL1	ENSG00000139567.14	ENST00000551576.6
ACVR1B	ENSG00000135503.13	ENST00000257963.9
TAMALIN	ENSG00000161835.11	ENST00000293662.9
NR4A1	ENSG00000123358.20	ENST00000360284.7
ATG101	ENSG00000123395.15	ENST00000336854.9
SMIM41	ENSG00000284791.2	ENST00000546390.2
KRT80	ENSG00000167767.14	ENST00000394815.3
KRT7	ENSG00000135480.17	ENST00000331817.6
KRT86	ENSG00000170442.12	ENST00000423955.7
KRT81	ENSG00000205426.11	ENST00000327741.9
KRT83	ENSG00000170523.3	ENST00000293670.3
KRT85	ENSG00000135443.8	ENST00000257901.7
KRT84	ENSG00000161849.3	ENST00000257951.3
KRT82	ENSG00000161850.3	ENST00000257974.3
KRT75	ENSG00000170454.6	ENST00000252245.6
KRT6B	ENSG00000185479.6	ENST00000252252.4
KRT6C	ENSG00000170465.10	ENST00000252250.7
KRT6A	ENSG00000205420.11	ENST00000330722.7
KRT5	ENSG00000186081.12	ENST00000252242.9
KRT71	ENSG00000139648.7	ENST00000267119.6
KRT74	ENSG00000170484.10	ENST00000305620.3
KRT72	ENSG00000170486.11	ENST00000293745.7
KRT73	ENSG00000186049.8	ENST00000305748.7
KRT2	ENSG00000172867.4	ENST00000309680.4
KRT1	ENSG00000167768.4	ENST00000252244.3
KRT77	ENSG00000189182.10	ENST00000341809.8
KRT76	ENSG00000185069.2	ENST00000332411.2
KRT3	ENSG00000186442.7	ENST00000417996.2
KRT4	ENSG00000170477.13	ENST00000551956.2
KRT79	ENSG00000185640.6	ENST00000330553.6
KRT78	ENSG00000170423.13	ENST00000304620.5
KRT8	ENSG00000170421.13	ENST00000552551.5
KRT18	ENSG00000111057.11	ENST00000388837.6
EIF4B	ENSG00000063046.18	ENST00000262056.14
TNS2	ENSG00000111077.18	ENST00000379902.7
SPRYD3	ENSG00000167778.9	ENST00000301463.9
IGFBP6	ENSG00000167779.9	ENST00000548547.5
SOAT2	ENSG00000167780.12	ENST00000301466.8
CSAD	ENSG00000139631.20	ENST00000444623.6
ZNF740	ENSG00000139651.11	ENST00000416904.5
ITGB7	ENSG00000139626.16	ENST00000422257.7
RARG	ENSG00000172819.17	ENST00000394426.5
ENSG00000283536	ENSG00000283536.3	ENST00000635789.2
MFSD5	ENSG00000182544.9	ENST00000534842.1
ESPL1	ENSG00000135476.12	ENST00000257934.9
PFDN5	ENSG00000123349.15	ENST00000551018.5
MYG1	ENSG00000139637.14	ENST00000267103.10
AAAS	ENSG00000094914.14	ENST00000550286.5
SP7	ENSG00000170374.6	ENST00000536324.4
SP1	ENSG00000185591.10	ENST00000327443.9
AMHR2	ENSG00000135409.11	ENST00000257863.9
PRR13	ENSG00000205352.11	ENST00000551003.5
PCBP2	ENSG00000197111.16	ENST00000546463.6
MAP3K12	ENSG00000139625.13	ENST00000267079.6
TARBP2	ENSG00000139546.12	ENST00000456234.6
NPFF	ENSG00000139574.9	ENST00000267017.4
ATF7-NPFF	ENSG00000267281.3	ENST00000591834.1
ATF7	ENSG00000170653.19	ENST00000548446.6
ATP5MC2	ENSG00000135390.21	ENST00000552242.5
CALCOCO1	ENSG00000012822.16	ENST00000262059.8
HOXC13	ENSG00000123364.5	ENST00000243056.5
HOXC12	ENSG00000123407.4	ENST00000243103.4
HOXC11	ENSG00000123388.4	ENST00000546378.1
HOXC10	ENSG00000180818.5	ENST00000303460.5
ENSG00000273049	ENSG00000273049.1	ENST00000513209.1
HOXC9	ENSG00000180806.5	ENST00000508190.1
HOXC8	ENSG00000037965.6	ENST00000040584.6
HOXC6	ENSG00000197757.8	ENST00000394331.3
HOXC4	ENSG00000198353.8	ENST00000303406.4
HOXC5	ENSG00000172789.4	ENST00000312492.3
SMUG1	ENSG00000123415.16	ENST00000682136.1
CBX5	ENSG00000094916.16	ENST00000209875.9
HNRNPA1	ENSG00000135486.19	ENST00000546500.5
NFE2	ENSG00000123405.14	ENST00000435572.7
COPZ1	ENSG00000111481.10	ENST00000262061.7
GPR84	ENSG00000139572.4	ENST00000267015.4
ZNF385A	ENSG00000161642.18	ENST00000338010.9
ITGA5	ENSG00000161638.11	ENST00000293379.9
GTSF1	ENSG00000170627.11	ENST00000305879.8
NCKAP1L	ENSG00000123338.13	ENST00000293373.11
PDE1B	ENSG00000123360.12	ENST00000243052.8
PPP1R1A	ENSG00000135447.17	ENST00000547431.5
LACRT	ENSG00000135413.9	ENST00000257867.5
DCD	ENSG00000161634.12	ENST00000456047.2
MUCL1	ENSG00000172551.12	ENST00000546809.5
TESPA1	ENSG00000135426.16	ENST00000449076.6
NEUROD4	ENSG00000123307.4	ENST00000242994.4
OR9K2	ENSG00000170605.7	ENST00000641329.1
OR10A7	ENSG00000179919.3	ENST00000326258.1
OR6C74	ENSG00000197706.5	ENST00000343399.5
OR6C6	ENSG00000188324.4	ENST00000358433.3
OR6C1	ENSG00000205330.4	ENST00000642104.1
OR6C3	ENSG00000205329.3	ENST00000641364.1
OR6C75	ENSG00000187857.5	ENST00000641576.1
OR6C65	ENSG00000205328.3	ENST00000379665.3
OR6C76	ENSG00000185821.3	ENST00000328314.3
OR6C2	ENSG00000179695.3	ENST00000641516.1
OR6C70	ENSG00000184954.4	ENST00000327335.4
OR6C68	ENSG00000205327.3	ENST00000548615.1
OR6C4	ENSG00000179626.4	ENST00000641569.1
OR2AP1	ENSG00000179615.3	ENST00000641114.1
OR10P1	ENSG00000175398.3	ENST00000309675.3
TMT1B	ENSG00000170439.8	ENST00000394252.4
ITGA7	ENSG00000135424.19	ENST00000452168.6
ENSG00000258311	ENSG00000258311.5	ENST00000550412.5
BLOC1S1	ENSG00000135441.8	ENST00000549147.1
RDH5	ENSG00000135437.10	ENST00000257895.10
CD63	ENSG00000135404.12	ENST00000549117.5
GDF11	ENSG00000135414.10	ENST00000257868.10
SARNP	ENSG00000205323.9	ENST00000336133.8
ENSG00000257390	ENSG00000257390.5	ENST00000546837.5
ORMDL2	ENSG00000123353.10	ENST00000243045.10
DNAJC14	ENSG00000135392.19	ENST00000547445.2
MMP19	ENSG00000123342.16	ENST00000322569.9
PYM1	ENSG00000170473.17	ENST00000408946.7
DGKA	ENSG00000065357.20	ENST00000331886.10
PMEL	ENSG00000185664.15	ENST00000548493.5
CDK2	ENSG00000123374.11	ENST00000266970.9
RAB5B	ENSG00000111540.16	ENST00000360299.10
SUOX	ENSG00000139531.13	ENST00000356124.8
IKZF4	ENSG00000123411.15	ENST00000262032.9
RPS26	ENSG00000197728.11	ENST00000356464.10
ERBB3	ENSG00000065361.17	ENST00000683059.1
ENSG00000257411	ENSG00000257411.2	ENST00000548861.2
PA2G4	ENSG00000170515.14	ENST00000552766.5
RPL41	ENSG00000229117.9	ENST00000546591.6
ZC3H10	ENSG00000135482.7	ENST00000257940.7
ESYT1	ENSG00000139641.13	ENST00000394048.10
MYL6B	ENSG00000196465.11	ENST00000553066.5
MYL6	ENSG00000092841.19	ENST00000547408.5
SMARCC2	ENSG00000139613.12	ENST00000550164.6
RNF41	ENSG00000181852.18	ENST00000345093.9
NABP2	ENSG00000139579.13	ENST00000267023.9
SLC39A5	ENSG00000139540.12	ENST00000454355.7
ANKRD52	ENSG00000139645.11	ENST00000267116.8
COQ10A	ENSG00000135469.14	ENST00000308197.10
CS	ENSG00000062485.19	ENST00000548567.5
ENSG00000144785	ENSG00000144785.8	ENST00000549318.5
CNPY2	ENSG00000257727.6	ENST00000273308.9
PAN2	ENSG00000135473.16	ENST00000610546.4
IL23A	ENSG00000110944.9	ENST00000228534.6
STAT2	ENSG00000170581.15	ENST00000698186.1
APOF	ENSG00000175336.10	ENST00000398189.4
TIMELESS	ENSG00000111602.12	ENST00000553532.6
MIP	ENSG00000135517.9	ENST00000652304.1
ENSG00000285528	ENSG00000285528.1	ENST00000648304.1
SPRYD4	ENSG00000176422.14	ENST00000338146.7
GLS2	ENSG00000135423.13	ENST00000610413.4
RBMS2	ENSG00000076067.14	ENST00000262031.10
BAZ2A	ENSG00000076108.12	ENST00000379441.7
ATP5F1B	ENSG00000110955.9	ENST00000262030.8
PTGES3	ENSG00000110958.16	ENST00000614328.4
NACA	ENSG00000196531.14	ENST00000356769.7
ENSG00000285625	ENSG00000285625.1	ENST00000647707.1
PRIM1	ENSG00000198056.16	ENST00000672280.1
HSD17B6	ENSG00000025423.11	ENST00000555159.5
SDR9C7	ENSG00000170426.2	ENST00000293502.2
RDH16	ENSG00000139547.8	ENST00000398138.5
GPR182	ENSG00000166856.3	ENST00000300098.3
ZBTB39	ENSG00000166860.3	ENST00000300101.3
TAC3	ENSG00000166863.13	ENST00000415231.1
MYO1A	ENSG00000166866.13	ENST00000442789.6
NEMP1	ENSG00000166881.10	ENST00000300128.9
NAB2	ENSG00000166886.13	ENST00000342556.6
STAT6	ENSG00000166888.13	ENST00000553499.6
LRP1	ENSG00000123384.14	ENST00000243077.8
NXPH4	ENSG00000182379.10	ENST00000349394.6
SHMT2	ENSG00000182199.11	ENST00000328923.8
NDUFA4L2	ENSG00000185633.11	ENST00000393825.5
STAC3	ENSG00000185482.8	ENST00000554578.5
ENSG00000258830	ENSG00000258830.1	ENST00000548184.1
R3HDM2	ENSG00000179912.21	ENST00000402412.6
INHBC	ENSG00000175189.4	ENST00000309668.3
INHBE	ENSG00000139269.3	ENST00000266646.3
GLI1	ENSG00000111087.10	ENST00000228682.7
ARHGAP9	ENSG00000123329.20	ENST00000393797.7
MARS1	ENSG00000166986.15	ENST00000262027.10
DDIT3	ENSG00000175197.13	ENST00000623876.2
ENSG00000285133	ENSG00000285133.1	ENST00000642841.1
MBD6	ENSG00000166987.15	ENST00000355673.8
DCTN2	ENSG00000175203.17	ENST00000548249.6
KIF5A	ENSG00000155980.13	ENST00000674619.1
PIP4K2C	ENSG00000166908.18	ENST00000354947.10
DTX3	ENSG00000178498.16	ENST00000548804.5
ARHGEF25	ENSG00000240771.8	ENST00000333972.11
ENSG00000287908	ENSG00000287908.1	ENST00000474359.7
B4GALNT1	ENSG00000135454.14	ENST00000341156.9
OS9	ENSG00000135506.17	ENST00000389142.10
AGAP2	ENSG00000135439.12	ENST00000257897.7
TSPAN31	ENSG00000135452.10	ENST00000547992.5
CDK4	ENSG00000135446.17	ENST00000312990.10
MARCHF9	ENSG00000139266.6	ENST00000266643.6
CYP27B1	ENSG00000111012.12	ENST00000718428.1
METTL1	ENSG00000037897.17	ENST00000324871.12
EEF1AKMT3	ENSG00000123427.17	ENST00000300209.13
ENSG00000257921	ENSG00000257921.6	ENST00000651284.1
TSFM	ENSG00000123297.20	ENST00000548851.5
AVIL	ENSG00000135407.11	ENST00000549994.2
CTDSP2	ENSG00000175215.11	ENST00000398073.7
ATP23	ENSG00000166896.9	ENST00000300145.4
LRIG3	ENSG00000139263.12	ENST00000320743.8
SLC16A7	ENSG00000118596.12	ENST00000547379.6
TAFA2	ENSG00000198673.11	ENST00000551619.5
USP15	ENSG00000135655.16	ENST00000353364.7
MON2	ENSG00000061987.16	ENST00000393630.8
PPM1H	ENSG00000111110.12	ENST00000228705.7
AVPR1A	ENSG00000166148.4	ENST00000299178.4
DPY19L2	ENSG00000177990.12	ENST00000324472.9
RXYLT1	ENSG00000118600.13	ENST00000261234.11
SRGAP1	ENSG00000196935.10	ENST00000355086.8
KICS2	ENSG00000174206.13	ENST00000311915.12
C12orf56	ENSG00000185306.13	ENST00000543942.7
XPOT	ENSG00000184575.12	ENST00000332707.10
TBK1	ENSG00000183735.11	ENST00000331710.10
RASSF3	ENSG00000153179.14	ENST00000637125.1
GNS	ENSG00000135677.11	ENST00000258145.8
TBC1D30	ENSG00000111490.15	ENST00000674237.1
ENSG00000288591	ENSG00000288591.1	ENST00000674281.1
WIF1	ENSG00000156076.10	ENST00000286574.9
LEMD3	ENSG00000174106.3	ENST00000308330.3
MSRB3	ENSG00000174099.12	ENST00000355192.8
HMGA2	ENSG00000149948.14	ENST00000403681.7
LLPH	ENSG00000139233.7	ENST00000266604.7
ENSG00000228144	ENSG00000228144.2	ENST00000539652.1
TMBIM4	ENSG00000155957.19	ENST00000358230.8
IRAK3	ENSG00000090376.11	ENST00000261233.9
HELB	ENSG00000127311.10	ENST00000247815.9
GRIP1	ENSG00000155974.14	ENST00000359742.9
CAND1	ENSG00000111530.13	ENST00000545606.6
DYRK2	ENSG00000127334.11	ENST00000344096.4
IFNG	ENSG00000111537.5	ENST00000229135.4
IL26	ENSG00000111536.5	ENST00000229134.5
IL22	ENSG00000127318.11	ENST00000538666.6
MDM1	ENSG00000111554.15	ENST00000682720.1
RAP1B	ENSG00000127314.18	ENST00000250559.14
NUP107	ENSG00000111581.10	ENST00000229179.9
SLC35E3	ENSG00000175782.11	ENST00000398004.4
MDM2	ENSG00000135679.27	ENST00000258149.11
CPM	ENSG00000135678.12	ENST00000546373.5
CPSF6	ENSG00000111605.18	ENST00000435070.7
LYZ	ENSG00000090382.7	ENST00000261267.7
YEATS4	ENSG00000127337.7	ENST00000247843.7
FRS2	ENSG00000166225.9	ENST00000549921.6
CCT2	ENSG00000166226.13	ENST00000299300.11
LRRC10	ENSG00000198812.5	ENST00000361484.5
BEST3	ENSG00000127325.19	ENST00000331471.8
RAB3IP	ENSG00000127328.22	ENST00000247833.12
ENSG00000258052	ENSG00000258052.1	ENST00000550437.1
MYRFL	ENSG00000166268.11	ENST00000552032.7
CNOT2	ENSG00000111596.14	ENST00000418359.7
KCNMB4	ENSG00000135643.5	ENST00000258111.5
PTPRB	ENSG00000127329.16	ENST00000334414.11
PTPRR	ENSG00000153233.13	ENST00000283228.7
TSPAN8	ENSG00000127324.9	ENST00000393330.6
LGR5	ENSG00000139292.13	ENST00000266674.10
ZFC3H1	ENSG00000133858.17	ENST00000378743.9
THAP2	ENSG00000173451.7	ENST00000308086.3
ENSG00000258064	ENSG00000258064.1	ENST00000548802.1
TMEM19	ENSG00000139291.14	ENST00000266673.10
RAB21	ENSG00000080371.6	ENST00000261263.5
TBC1D15	ENSG00000121749.16	ENST00000550746.5
TPH2	ENSG00000139287.13	ENST00000333850.4
TRHDE	ENSG00000072657.10	ENST00000261180.10
ATXN7L3B	ENSG00000253719.4	ENST00000519948.4
KCNC2	ENSG00000166006.14	ENST00000549446.6
